DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2024-05-15 00:00:00,0.0,0.0,5692.2,2453646.0
2024-05-15 00:15:00,0.0,0.0,0.0,2453646.0
2024-05-15 00:30:00,0.0,0.0,0.0,2453646.0
2024-05-15 00:45:00,0.0,0.0,0.0,2453646.0
2024-05-15 01:00:00,0.0,0.0,0.0,2453646.0
2024-05-15 01:15:00,0.0,0.0,0.0,2453646.0
2024-05-15 01:30:00,0.0,0.0,0.0,2453646.0
2024-05-15 01:45:00,0.0,0.0,0.0,2453646.0
2024-05-15 02:00:00,0.0,0.0,0.0,2453646.0
2024-05-15 02:15:00,0.0,0.0,0.0,2453646.0
2024-05-15 02:30:00,0.0,0.0,0.0,2453646.0
2024-05-15 02:45:00,0.0,0.0,0.0,2453646.0
2024-05-15 03:00:00,0.0,0.0,0.0,2453646.0
2024-05-15 03:15:00,0.0,0.0,0.0,2453646.0
2024-05-15 03:30:00,0.0,0.0,0.0,2453646.0
2024-05-15 03:45:00,0.0,0.0,0.0,2453646.0
2024-05-15 04:00:00,0.0,0.0,0.0,2453646.0
2024-05-15 04:15:00,0.0,0.0,0.0,2453646.0
2024-05-15 04:30:00,0.0,0.0,0.0,2453646.0
2024-05-15 04:45:00,0.0,0.0,0.0,2453646.0
2024-05-15 05:00:00,0.0,0.0,0.0,2453646.0
2024-05-15 05:15:00,0.0,0.0,0.0,2453646.0
2024-05-15 05:30:00,0.0,0.0,0.0,2453646.0
2024-05-15 05:45:00,0.0,0.0,0.0,2453646.0
2024-05-15 06:00:00,15.1,14.5866666666667,0.8,2453646.8
2024-05-15 06:15:00,28.6066666666667,27.6133333333333,6.13333333333333,2453652.13333333
2024-05-15 06:30:00,59.1142857142857,57.2428571428572,15.7857142857143,2453661.78571429
2024-05-15 06:45:00,157.053333333333,153.573333333333,39.5333333333333,2453685.53333333
2024-05-15 07:00:00,314.06,308.566666666667,98.7333333333333,2453744.73333333
2024-05-15 07:15:00,391.813333333333,385.006666666667,185.933333333333,2453831.93333333
2024-05-15 07:30:00,472.233333333333,463.293333333333,293.0,2453939.0
2024-05-15 07:45:00,562.128571428571,550.921428571429,418.785714285714,2454064.78571429
2024-05-15 08:00:00,577.92,566.353333333334,552.6,2454198.6
2024-05-15 08:15:00,659.773333333333,646.293333333333,706.666666666667,2454352.66666667
2024-05-15 08:30:00,753.213333333333,737.44,881.2,2454527.2
2024-05-15 08:45:00,833.6,815.793333333333,1076.4,2454722.4
2024-05-15 09:00:00,877.32,858.4,1284.66666666667,2454930.66666667
2024-05-15 09:15:00,943.528571428572,922.835714285714,1504.78571428571,2455150.78571429
2024-05-15 09:30:00,1019.65333333333,996.9,1739.33333333333,2455385.33333333
2024-05-15 09:45:00,1077.40666666667,1053.03333333333,1995.33333333333,2455641.33333333
2024-05-15 10:00:00,1116.51333333333,1090.5,2267.73333333333,2455913.73333333
2024-05-15 10:15:00,1182.03333333333,1152.47333333333,2552.26666666667,2456198.26666667
