DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2024-05-15 00:00:00,0.0,0.0,1866.2,111512591.0
2024-05-15 00:15:00,0.0,0.0,0.0,111512591.0
2024-05-15 00:30:00,0.0,0.0,0.0,111512591.0
2024-05-15 00:45:00,0.0,0.0,0.0,111512591.0
2024-05-15 01:00:00,0.0,0.0,0.0,111512591.0
2024-05-15 01:15:00,0.0,0.0,0.0,111512591.0
2024-05-15 01:30:00,0.0,0.0,0.0,111512591.0
2024-05-15 01:45:00,0.0,0.0,0.0,111512591.0
2024-05-15 02:00:00,0.0,0.0,0.0,111512591.0
2024-05-15 02:15:00,0.0,0.0,0.0,111512591.0
2024-05-15 02:30:00,0.0,0.0,0.0,111512591.0
2024-05-15 02:45:00,0.0,0.0,0.0,111512591.0
2024-05-15 03:00:00,0.0,0.0,0.0,111512591.0
2024-05-15 03:15:00,0.0,0.0,0.0,111512591.0
2024-05-15 03:30:00,0.0,0.0,0.0,111512591.0
2024-05-15 03:45:00,0.0,0.0,0.0,111512591.0
2024-05-15 04:00:00,0.0,0.0,0.0,111512591.0
2024-05-15 04:15:00,0.0,0.0,0.0,111512591.0
2024-05-15 04:30:00,0.0,0.0,0.0,111512591.0
2024-05-15 04:45:00,0.0,0.0,0.0,111512591.0
2024-05-15 05:00:00,0.0,0.0,0.0,111512591.0
2024-05-15 05:15:00,0.0,0.0,0.0,111512591.0
2024-05-15 05:30:00,0.0,0.0,0.0,111512591.0
2024-05-15 05:45:00,0.0,0.0,0.0,111512591.0
2024-05-15 06:00:00,14.9866666666667,14.4533333333333,1.26666666666667,111512592.266667
2024-05-15 06:15:00,26.8466666666667,25.92,6.46666666666667,111512597.466667
2024-05-15 06:30:00,61.4,59.4666666666667,16.3333333333333,111512607.333333
2024-05-15 06:45:00,162.892857142857,159.328571428571,41.4285714285714,111512632.428571
2024-05-15 07:00:00,306.74,301.353333333333,97.6,111512688.6
2024-05-15 07:15:00,377.173333333333,370.666666666667,183.533333333333,111512774.533333
2024-05-15 07:30:00,459.166666666667,450.613333333333,286.933333333333,111512877.933333
2024-05-15 07:45:00,552.146666666667,541.153333333333,412.6,111513003.6
2024-05-15 08:00:00,569.357142857143,557.957142857143,548.214285714286,111513139.214286
2024-05-15 08:15:00,647.68,634.473333333333,692.266666666667,111513283.266667
2024-05-15 08:30:00,741.02,725.56,863.733333333333,111513454.733333
2024-05-15 08:45:00,817.573333333333,800.186666666667,1059.46666666667,111513650.466667
2024-05-15 09:00:00,863.153333333333,844.58,1264.26666666667,111513855.266667
2024-05-15 09:15:00,937.46,916.92,1489.33333333333,111514080.333333
2024-05-15 09:30:00,1005.2,982.842857142857,1721.5,111514312.5
2024-05-15 09:45:00,1061.30666666667,1037.4,1967.6,111514558.6
2024-05-15 10:00:00,1106.64666666667,1081.37333333333,2237.6,111514828.6
2024-05-15 10:15:00,1167.49333333333,1139.00666666667,2515.73333333333,111515106.733333
2024-05-15 10:30:00,1206.67333333333,1176.5,2813.06666666667,111515404.066667
2024-05-15 10:45:00,1246.58571428571,1215.42142857143,3103.92857142857,111515694.928571
2024-05-15 11:00:00,1266.53333333333,1234.88666666667,3400.53333333333,111515991.533333
2024-05-15 11:15:00,1281.87333333333,1249.82666666667,3719.8,111516310.8
2024-05-15 11:30:00,1294.89333333333,1262.50666666667,4035.86666666667,111516626.866667
2024-05-15 11:45:00,1257.12666666667,1225.69333333333,4352.13333333333,111516943.133333
2024-05-15 12:00:00,1265.06428571429,1233.42142857143,4654.78571428571,111517245.785714
2024-05-15 12:15:00,1301.73333333333,1269.18666666667,4956.6,111517547.6
2024-05-15 12:30:00,1274.54,1242.68,5275.13333333333,111517866.133333
2024-05-15 12:45:00,1317.63333333333,1284.68666666667,5598.06666666667,111518189.066667
2024-05-15 13:00:00,1252.57333333333,1221.25333333333,5911.2,111518502.2
2024-05-15 13:15:00,1224.32,1193.70666666667,6218.33333333333,111518809.333333
2024-05-15 13:30:00,1245.05,1213.92142857143,6513.14285714286,111519104.142857
2024-05-15 13:45:00,1219.56666666667,1189.06666666667,6804.6,111519395.6
2024-05-15 14:00:00,1178.01333333333,1148.85333333333,7099.06666666667,111519690.066667
2024-05-15 14:15:00,1175.22666666667,1146.30666666667,7394.53333333333,111519985.533333
2024-05-15 14:30:00,990.146666666667,968.046666666667,7667.53333333333,111520258.533333
2024-05-15 14:45:00,1017.64,994.906666666667,7904.0,111520495.0
2024-05-15 15:00:00,944.45,923.721428571429,8144.85714285714,111520735.857143
2024-05-15 15:15:00,887.06,867.853333333333,8364.66666666667,111520955.666667
2024-05-15 15:30:00,660.786666666667,647.26,8554.33333333333,111521145.333333
2024-05-15 15:45:00,745.38,729.793333333334,8729.06666666667,111521320.066667
2024-05-15 16:00:00,669.993333333333,656.24,8905.66666666667,111521496.666667
2024-05-15 16:15:00,383.057142857143,375.585714285714,9037.57142857143,111521628.571429
2024-05-15 16:30:00,445.273333333333,437.046666666667,9136.93333333333,111521727.933333
2024-05-15 16:45:00,461.44,452.7,9252.2,111521843.2
2024-05-15 17:00:00,307.1,301.633333333333,9349.4,111521940.4
2024-05-15 17:15:00,199.726666666667,195.793333333333,9410.46666666667,111522001.466667
2024-05-15 17:30:00,92.6357142857143,90.0285714285714,9448.14285714286,111522039.142857
2024-05-15 17:45:00,39.3466666666667,38.0333333333333,9461.93333333333,111522052.933333
2024-05-15 18:00:00,23.6533333333333,22.8266666666667,9469.06666666667,111522060.066667
2024-05-15 18:15:00,11.68,11.2666666666667,9474.06666666667,111522065.066667
2024-05-15 18:30:00,0.0,0.0,9475.0,111522066.0
2024-05-15 18:45:00,0.0,0.0,9475.0,111522066.0
2024-05-15 19:00:00,0.0,0.0,9475.0,111522066.0
2024-05-15 19:15:00,0.0,0.0,9475.0,111522066.0
2024-05-15 19:30:00,0.0,0.0,9475.0,111522066.0
2024-05-15 19:45:00,0.0,0.0,9475.0,111522066.0
2024-05-15 20:00:00,0.0,0.0,9475.0,111522066.0
2024-05-15 20:15:00,0.0,0.0,9475.0,111522066.0
2024-05-15 20:30:00,0.0,0.0,9475.0,111522066.0
2024-05-15 20:45:00,0.0,0.0,9475.0,111522066.0
2024-05-15 21:00:00,0.0,0.0,9475.0,111522066.0
2024-05-15 21:15:00,0.0,0.0,9475.0,111522066.0
2024-05-15 21:30:00,0.0,0.0,9475.0,111522066.0
2024-05-15 21:45:00,0.0,0.0,9475.0,111522066.0
2024-05-15 22:00:00,0.0,0.0,9475.0,111522066.0
2024-05-15 22:15:00,0.0,0.0,9475.0,111522066.0
2024-05-15 22:30:00,0.0,0.0,9475.0,111522066.0
2024-05-15 22:45:00,0.0,0.0,9475.0,111522066.0
2024-05-15 23:00:00,0.0,0.0,9475.0,111522066.0
2024-05-15 23:30:00,0.0,0.0,9475.0,111522066.0
2024-05-15 23:45:00,0.0,0.0,9475.0,111522066.0
2024-05-16 00:00:00,0.0,0.0,1895.0,111522066.0
2024-05-16 00:15:00,0.0,0.0,0.0,111522066.0
2024-05-16 00:30:00,0.0,0.0,0.0,111522066.0
2024-05-16 00:45:00,0.0,0.0,0.0,111522066.0
2024-05-16 01:00:00,0.0,0.0,0.0,111522066.0
2024-05-16 01:15:00,0.0,0.0,0.0,111522066.0
2024-05-16 01:30:00,0.0,0.0,0.0,111522066.0
2024-05-16 01:45:00,0.0,0.0,0.0,111522066.0
2024-05-16 02:00:00,0.0,0.0,0.0,111522066.0
2024-05-16 02:15:00,0.0,0.0,0.0,111522066.0
2024-05-16 02:30:00,0.0,0.0,0.0,104087261.6
2024-05-16 02:45:00,0.0,0.0,0.0,111522066.0
2024-05-16 03:00:00,0.0,0.0,0.0,111522066.0
2024-05-16 03:15:00,0.0,0.0,0.0,111522066.0
2024-05-16 03:30:00,0.0,0.0,0.0,111522066.0
2024-05-16 03:45:00,0.0,0.0,0.0,111522066.0
2024-05-16 04:00:00,0.0,0.0,0.0,111522066.0
2024-05-16 04:15:00,0.0,0.0,0.0,111522066.0
2024-05-16 04:30:00,0.0,0.0,0.0,111522066.0
2024-05-16 04:45:00,0.0,0.0,0.0,111522066.0
2024-05-16 05:00:00,0.0,0.0,0.0,111522066.0
2024-05-16 05:15:00,0.0,0.0,0.0,111522066.0
2024-05-16 05:30:00,0.0,0.0,0.0,111522066.0
2024-05-16 05:45:00,0.0,0.0,0.0,111522066.0
2024-05-16 06:00:00,9.68666666666667,9.35333333333333,0.4,111522066.4
2024-05-16 06:15:00,47.84,46.2666666666667,7.46666666666667,111522073.466667
2024-05-16 06:30:00,85.9285714285714,83.3928571428571,22.7857142857143,111522088.785714
2024-05-16 06:45:00,125.506666666667,122.08,48.0,111522114.0
2024-05-16 07:00:00,165.526666666667,162.166666666667,84.4,111522150.4
2024-05-16 07:15:00,253.88,249.173333333333,132.533333333333,111522198.533333
2024-05-16 07:30:00,384.406666666667,377.746666666667,215.6,111522281.6
2024-05-16 07:45:00,403.478571428571,396.085714285714,312.214285714286,111522378.214286
2024-05-16 08:00:00,537.766666666667,527.153333333333,419.866666666667,111522485.866667
2024-05-16 08:15:00,631.146666666667,618.34,566.466666666667,111522632.466667
2024-05-16 08:30:00,715.42,700.56,731.2,111522797.2
2024-05-16 08:45:00,765.733333333333,749.646666666667,917.4,111522983.4
2024-05-16 09:00:00,858.871428571429,840.414285714286,1110.21428571429,111523176.214286
2024-05-16 09:15:00,914.633333333333,894.726666666667,1323.6,111523389.6
2024-05-16 09:30:00,978.76,957.113333333333,1558.33333333333,111523624.333333
2024-05-16 09:45:00,1026.64,1003.7,1803.73333333333,111523869.733333
2024-05-16 10:00:00,1067.32,1043.24,2068.06666666667,111524134.066667
2024-05-16 10:15:00,1118.16428571429,1092.31428571429,2324.71428571429,111524390.714286
2024-05-16 10:30:00,1085.19333333333,1058.38,2435.53333333333,104089697.133333
2024-05-16 10:45:00,1164.75333333333,1136.26,2887.46666666667,111524953.466667
2024-05-16 11:00:00,1198.12666666667,1168.15333333333,3178.46666666667,111525244.466667
2024-05-16 11:15:00,1221.37857142857,1190.85,3469.92857142857,111525535.928571
2024-05-16 11:30:00,1257.28,1225.84666666667,3762.06666666667,111525828.066667
2024-05-16 11:45:00,1277.08666666667,1245.15333333333,4078.86666666667,111526144.866667
2024-05-16 12:00:00,1041.32,1016.32666666667,4385.13333333333,111526451.133333
2024-05-16 12:15:00,857.413333333333,838.58,4593.93333333333,111526659.933333
2024-05-16 12:30:00,979.75,957.271428571429,4823.21428571429,111526889.214286
2024-05-16 12:45:00,747.48,731.773333333333,5019.26666666667,111527085.266667
2024-05-16 13:00:00,1057.11333333333,1032.98,5243.93333333333,111527309.933333
2024-05-16 13:15:00,1072.99333333333,1048.18,5504.93333333333,111527570.933333
2024-05-16 13:30:00,1091.8,1065.46,5766.46666666667,111527832.466667
2024-05-16 13:45:00,622.992857142857,610.007142857143,5992.14285714286,111528058.142857
