DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2024-05-15 00:00:00,0.0,0.0,651.2,1348350801.0
2024-05-15 00:15:00,0.0,0.0,0.0,1348350801.0
2024-05-15 00:30:00,0.0,0.0,0.0,1348350801.0
2024-05-15 00:45:00,0.0,0.0,0.0,1348350801.0
2024-05-15 01:00:00,0.0,0.0,0.0,1348350801.0
2024-05-15 01:15:00,0.0,0.0,0.0,1348350801.0
2024-05-15 01:30:00,0.0,0.0,0.0,1348350801.0
2024-05-15 01:45:00,0.0,0.0,0.0,1348350801.0
2024-05-15 02:00:00,0.0,0.0,0.0,1348350801.0
2024-05-15 02:15:00,0.0,0.0,0.0,1348350801.0
2024-05-15 02:30:00,0.0,0.0,0.0,1348350801.0
2024-05-15 02:45:00,0.0,0.0,0.0,1348350801.0
2024-05-15 03:00:00,0.0,0.0,0.0,1348350801.0
2024-05-15 03:15:00,0.0,0.0,0.0,1348350801.0
2024-05-15 03:30:00,0.0,0.0,0.0,1348350801.0
2024-05-15 03:45:00,0.0,0.0,0.0,1348350801.0
2024-05-15 04:00:00,0.0,0.0,0.0,1348350801.0
2024-05-15 04:15:00,0.0,0.0,0.0,1348350801.0
2024-05-15 04:30:00,0.0,0.0,0.0,1348350801.0
2024-05-15 04:45:00,0.0,0.0,0.0,1348350801.0
2024-05-15 05:00:00,0.0,0.0,0.0,1348350801.0
2024-05-15 05:15:00,0.0,0.0,0.0,1348350801.0
2024-05-15 05:30:00,0.0,0.0,0.0,1348350801.0
2024-05-15 05:45:00,0.0,0.0,0.0,1348350801.0
2024-05-15 06:00:00,14.5066666666667,13.9933333333333,0.666666666666667,1348350801.66667
2024-05-15 06:15:00,26.2466666666667,25.3333333333333,5.86666666666667,1348350806.86667
2024-05-15 06:30:00,56.1142857142857,54.3214285714286,14.7142857142857,1348350815.71429
2024-05-15 06:45:00,149.706666666667,146.32,37.3333333333333,1348350838.33333
2024-05-15 07:00:00,300.18,294.853333333333,93.8,1348350894.8
2024-05-15 07:15:00,377.193333333333,370.693333333333,178.333333333333,1348350979.33333
2024-05-15 07:30:00,453.446666666667,445.02,278.933333333333,1348351079.93333
2024-05-15 07:45:00,539.046666666667,528.36,405.866666666667,1348351206.86667
2024-05-15 08:00:00,553.378571428571,542.378571428572,534.428571428571,1348351335.42857
2024-05-15 08:15:00,629.473333333334,616.686666666667,673.933333333333,1348351474.93333
2024-05-15 08:30:00,717.42,702.546666666667,839.466666666667,1348351640.46667
